rute_100m sum
22631006651800 81
22631006652000 191
22631006652100 265
22631006652200 303
22631006652300 219
22631006652400 197
22631006652500 206
22631006652600 182
22631006652700 164
22631006652800 268
22631006653000 44
22631006653100 76
22631006653200 57
22631006653300 46
22631006653400 44
22631006653500 27
22631006653600 47
22631006653700 60
22631006653800 28
22631006653900 48
22631006654000 36
22631006654100 52
22631006654200 35
22631006654300 15
22631006654400 43
22631006654500 49
22631006654600 17
22631006654700 16
22631006654800 18
22631006654900 32
22631006655000 39
22631006655100 56
22631006657400 6
22631006658500 8
22632006644200 23
22632006644300 32
22632006644400 33
22632006644500 34
22632006644600 27
22632006645300 5
22632006645400 9
22632006645500 11
22632006645600 30
22632006645700 28
22632006646200 6
22632006646900 24
22632006647000 27
22632006648000 100
22632006648200 6
22632006648300 73
22632006648900 84
22632006649000 367
22632006649100 491
22632006649200 220
22632006649300 370
22632006649400 338
22632006649500 413
22632006649600 112
22632006649700 385
22632006649800 386
22632006649900 435
22632006650000 336
22632006650100 366
22632006650200 286
22632006650500 245
22632006650600 265
22632006650700 108
22632006650800 161
22632006650900 411
22632006651000 230
22632006651100 233
22632006651200 182
22632006651300 141
22632006651400 237
22632006651500 263
22632006651600 237
22632006651700 159
22632006651800 200
22632006651900 27
22632006652000 62
22632006652100 203
22632006652200 332
22632006652300 316
22632006652400 214
22632006652500 257
22632006652600 342
22632006652700 133
22632006652800 313
22632006652900 81
22632006653000 60
22632006653100 71
22632006653200 41
22632006653300 43
22632006653400 49
22632006653500 55
22632006653600 98
22632006653700 37
22632006653800 13
22632006653900 44
22632006654000 48
22632006654100 67
22632006654200 61
22632006654300 43
22632006654400 56
22632006654500 29
22632006654700 20
22632006654800 44
22632006654900 22
22632006655000 44
22632006655100 49
22633006644100 5
22633006644200 20
22633006644300 35
22633006644400 33
22633006644500 47
22633006644600 47
22633006644700 6
22633006645400 11
22633006645500 32
22633006645600 22
22633006646000 48
22633006646100 22
22633006646200 30
22633006646700 18
22633006646800 21
22633006646900 47
22633006648000 8
22633006648100 10
22633006648200 9
22633006648300 102
22633006648400 166
22633006648700 64
22633006648800 115
22633006648900 198
22633006649000 99
22633006649200 213
22633006649300 330
22633006649400 484
22633006649500 416
22633006649600 56
22633006649800 127
22633006649900 326
22633006650000 376
22633006650100 408
22633006650200 300
22633006650400 52
22633006650500 429
22633006650600 63
22633006650800 82
22633006650900 332
22633006651000 355
22633006651100 315
22633006651300 202
22633006651400 175
22633006651500 145
22633006651600 229
22633006651700 189
22633006651800 275
22633006651900 132
22633006652000 99
22633006652200 239
22633006652300 304
22633006652400 163
22633006652500 314
22633006652600 180
22633006652700 135
22633006652800 228
22633006652900 143
22633006653000 214
22633006653100 41
22633006653200 16
22633006653300 10
22633006653400 14
22633006653500 30
22633006653600 26
22633006653900 28
22633006654000 66
22633006654100 30
22633006654200 58
22633006654300 60
22633006654400 37
22633006654500 48
22633006654600 41
22633006654700 38
22633006654800 52
22633006654900 26
22633006655000 45
22633006655100 33
22634006639700 62
22634006639800 36
22634006641300 37
22634006641400 84
22634006641500 34
22634006641600 12
22634006641700 12
22634006641800 7
22634006644100 8
22634006644200 40
22634006644300 34
22634006644400 48
22634006644500 35
22634006644600 41
22634006645300 13
22634006645400 31
22634006645500 46
22634006645600 23
22634006645900 50
22634006646000 62
22634006646100 9
22634006646400 16
22634006646500 19
22634006646600 39
22634006646700 32
22634006646800 18
22634006646900 8
22634006648000 35
22634006648400 16
22634006648500 37
22634006648600 85
22634006648700 172
22634006648800 66
22634006648900 10
22634006649200 446
22634006649300 254
22634006649400 302
22634006649500 330
22634006649600 104
22634006649900 103
22634006650000 50
22634006650100 309
22634006650200 87
22634006650400 258
22634006650500 206
22634006650600 342
22634006650700 78
22634006650800 177
22634006650900 165
22634006651000 332
22634006651100 376
22634006651200 82
22634006651300 86
22634006651400 178
22634006651500 112
22634006651600 243
22634006651700 286
22634006651800 156
22634006651900 57
22634006652000 422
22634006652100 177
22634006652200 9
22634006652300 256
22634006652400 24
22634006652500 234
22634006652600 215
22634006652700 81
22634006652800 45
22634006652900 76
22634006653000 199
22634006653200 88
22634006654000 12
22634006654100 30
22634006654200 72
22634006654300 71
22634006654400 38
22634006654500 42
22634006654600 38
22634006654700 55
22634006654800 53
22634006654900 47
22634006655000 58
22634006655100 32
22635006639600 165
22635006639700 129
22635006639800 134
22635006641400 30
22635006641500 26
22635006641600 30
22635006641700 36
22635006641800 21
22635006641900 18
22635006642000 12
22635006644300 21
22635006644400 30
22635006644500 24
22635006644600 35
22635006644700 26
22635006645300 12
22635006645400 34
22635006645500 6
22635006645700 38
22635006645800 32
22635006645900 32
22635006646000 44
22635006646100 38
22635006646300 19
22635006646400 68
22635006646500 38
22635006646600 17
22635006646700 7
22635006648000 281
22635006648100 156
22635006648200 17
22635006648400 90
22635006648500 44
22635006648600 238
22635006648700 216
22635006649100 240
22635006649200 376
22635006649300 232
22635006649400 341
22635006649500 103
22635006650000 117
22635006650100 425
22635006650200 27
22635006650300 150
22635006650400 71
22635006650500 218
22635006650600 214
22635006650700 111
22635006650800 182
22635006650900 265
22635006651000 277
22635006651100 94
22635006651200 182
22635006651300 140
22635006651400 93
22635006651500 165
22635006651600 151
22635006651700 165
22635006651800 246
22635006651900 135
22635006652100 105
22635006652300 22
22635006652400 78
22635006652800 116
22635006652900 96
22635006653100 166
22635006653200 169
22635006654400 96
22635006654500 47
22635006654600 45
22635006654700 46
22635006654800 53
22635006654900 56
22635006655000 44
22635006655100 9
22636006639400 47
22636006639500 152
22636006639600 14
22636006639700 128
22636006639800 119
22636006639900 129
22636006640000 26
22636006640100 101
22636006640200 155
22636006640300 90
22636006640400 55
22636006640500 75
22636006641300 24
22636006641400 47
22636006641500 19
22636006641600 27
22636006641700 26
22636006641800 22
22636006641900 41
22636006642000 31
22636006644500 7
22636006644600 10
22636006645100 18
22636006645200 16
22636006645600 25
22636006645700 37
22636006645800 34
22636006645900 40
22636006646000 28
22636006646100 35
22636006646400 23
22636006646500 16
22636006647800 5
22636006647900 66
22636006648000 188
22636006648100 412
22636006648500 275
22636006648600 206
22636006648700 155
22636006649000 189
22636006649100 303
22636006649200 181
22636006649300 543
22636006649400 318
22636006649500 311
22636006650100 88
22636006650200 351
22636006650300 353
22636006650400 190
22636006650500 127
22636006650600 155
22636006650700 268
22636006650800 428
22636006650900 254
22636006651000 93
22636006651100 11
22636006651200 245
22636006651300 277
22636006651400 208
22636006651500 103
22636006651600 64
22636006651700 120
22636006651800 98
22636006651900 183
22636006652000 272
22636006652100 40
22636006652300 100
22636006652400 105
22636006652500 255
22636006652600 337
22636006652700 117
22636006652800 241
22636006653100 198
22636006653200 136
22636006653700 14
22636006654400 163
22636006654500 46
22636006654600 65
22636006654700 59
22636006654800 15
22636006654900 44
22636006655000 46
22636006655100 51
22636006655200 7
22636006656800 5
22637006639300 13
22637006639400 144
22637006639500 54
22637006639600 179
22637006639700 30
22637006639800 133
22637006640000 89
22637006640100 92
22637006640200 74
22637006640300 17
22637006640400 72
22637006640500 77
22637006640700 44
22637006640800 118
22637006640900 65
22637006641400 31
22637006641500 17
22637006641600 35
22637006641700 36
22637006641800 27
22637006641900 22
22637006642000 66
22637006642100 60
22637006642200 19
22637006644700 6
22637006645000 6
22637006645100 8
22637006645200 18
22637006645300 24
22637006645400 34
22637006645500 18
22637006645600 24
22637006645700 43
22637006645800 39
22637006645900 25
22637006646000 40
22637006646100 33
22637006646300 23
22637006646400 65
22637006646500 86
22637006646600 5
22637006647500 12
22637006647600 28
22637006647700 25
22637006647800 14
22637006647900 90
22637006648000 155
22637006648100 273
22637006648200 90
22637006648500 122
22637006648600 486
22637006648700 134
22637006648900 35
22637006649000 552
22637006649100 547
22637006649200 426
22637006649300 419
22637006649400 31
22637006649500 329
22637006649600 152
22637006650100 77
22637006650200 204
22637006650300 357
22637006650400 276
22637006650500 173
22637006650600 138
22637006650700 193
22637006650800 165
22637006650900 219
22637006651000 88
22637006651200 140
22637006651500 26
22637006651600 166
22637006651800 50
22637006651900 237
22637006652000 318
22637006652100 207
22637006652200 20
22637006652300 103
22637006652400 28
22637006652500 219
22637006652600 79
22637006652700 144
22637006653000 74
22637006653500 42
22637006653600 32
22637006653800 59
22637006653900 95
22637006654000 19
22637006654500 30
22637006654600 144
22637006654700 128
22637006654800 31
22637006654900 102
22637006655000 81
22637006655100 34
22637006655200 81
22637006655300 5
22637006655400 12
22638006639300 61
22638006639400 119
22638006639500 91
22638006639600 71
22638006639700 23
22638006639800 34
22638006639900 71
22638006640000 32
22638006640100 45
22638006640200 82
22638006640300 50
22638006640400 116
22638006640500 81
22638006640600 14
22638006640700 79
22638006640800 55
22638006640900 53
22638006641000 23
22638006641500 22
22638006641600 29
22638006641700 24
22638006641800 12
22638006641900 55
22638006642000 33
22638006642100 8
22638006642200 41
22638006642300 12
22638006642400 38
22638006642500 22
22638006644600 11
22638006644700 19
22638006644800 31
22638006644900 37
22638006645000 24
22638006645100 27
22638006645200 42
22638006645300 12
22638006645400 20
22638006645500 28
22638006645600 28
22638006645700 38
22638006645800 41
22638006645900 33
22638006646000 41
22638006646100 36
22638006646200 44
22638006646300 55
22638006646400 48
22638006646500 55
22638006646600 49
22638006647500 31
22638006647600 52
22638006647700 38
22638006647800 32
22638006647900 93
22638006648000 142
22638006648100 148
22638006648500 338
22638006648600 287
22638006648800 52
22638006648900 250
22638006649000 397
22638006649100 355
22638006649200 489
22638006649300 98
22638006649400 13
22638006649500 139
22638006649600 94
22638006650000 151
22638006650100 255
22638006650200 232
22638006650300 196
22638006650400 247
22638006650500 281
22638006650600 153
22638006650700 227
22638006650800 272
22638006650900 101
22638006651100 94
22638006651200 94
22638006651400 26
22638006651600 133
22638006651700 46
22638006651800 145
22638006651900 223
22638006652100 130
22638006652200 49
22638006652300 89
22638006652400 375
22638006652500 349
22638006652600 98
22638006652700 44
22638006653500 60
22638006653700 122
22638006653800 191
22638006653900 47
22638006654500 16
22638006654600 113
22638006654700 96
22638006654800 55
22638006654900 44
22638006655000 15
22638006655100 5
22638006655200 48
22638006655300 66
22638006655400 41
22638006658600 9
22639006639300 27
22639006639500 5
22639006639700 115
22639006639800 118
22639006639900 75
22639006640000 14
22639006640100 96
22639006640200 53
22639006640400 95
22639006640500 29
22639006640600 129
22639006640700 65
22639006640800 62
22639006640900 34
22639006641000 13
22639006641600 13
22639006641700 34
22639006641900 42
22639006642000 23
22639006642100 51
22639006642200 19
22639006642300 25
22639006642400 18
22639006642500 15
22639006642600 35
22639006642700 20
22639006642800 25
22639006642900 32
22639006643100 5
22639006643600 15
22639006643700 16
22639006643800 33
22639006643900 6
22639006644000 22
22639006644100 9
22639006644200 16
22639006644300 7
22639006644400 9
22639006644500 30
22639006644600 44
22639006644700 19
22639006644800 45
22639006644900 16
22639006645000 13
22639006645100 49
22639006645200 21
22639006645300 26
22639006645400 38
22639006645500 20
22639006645600 38
22639006645700 71
22639006645800 52
22639006645900 56
22639006646000 36
22639006646100 46
22639006646200 50
22639006646300 56
22639006646400 48
22639006646500 51
22639006646600 5
22639006647500 62
22639006647600 38
22639006647700 48
22639006647800 122
22639006647900 182
22639006648000 77
22639006648100 91
22639006648500 135
22639006648600 45
22639006648700 56
22639006648800 299
22639006648900 198
22639006649000 146
22639006649100 181
22639006649200 223
22639006649300 314
22639006649400 50
22639006650000 102
22639006650100 162
22639006650200 229
22639006650300 103
22639006650400 114
22639006650500 228
22639006650600 196
22639006650700 230
22639006650800 149
22639006650900 229
22639006651000 32
22639006651100 204
22639006651500 47
22639006651600 227
22639006651700 148
22639006651800 265
22639006651900 155
22639006652000 88
22639006652100 165
22639006652200 248
22639006652300 269
22639006652400 406
22639006652500 387
22639006652600 222
22639006652700 324
22639006652800 97
22639006653300 29
22639006653400 66
22639006653500 61
22639006653600 28
22639006653700 186
22639006654700 44
22639006654800 15
22639006654900 38
22639006655000 16
22639006655300 24
22639006655400 32
22640006639800 65
22640006639900 84
22640006640000 76
22640006640100 84
22640006640200 22
22640006640400 24
22640006640500 86
22640006640600 79
22640006640700 66
22640006640800 147
22640006640900 107
22640006641000 149
22640006641100 41
22640006641700 36
22640006641800 6
22640006641900 31
22640006642000 46
22640006642100 28
22640006642200 16
22640006642300 34
22640006642400 36
22640006642500 47
22640006642600 52
22640006642700 15
22640006642800 18
22640006642900 49
22640006643000 39
22640006643100 16
22640006643200 31
22640006643300 12
22640006643400 11
22640006643500 35
22640006643600 19
22640006643700 24
22640006643800 13
22640006643900 18
22640006644000 22
22640006644100 34
22640006644200 30
22640006644300 30
22640006644400 38
22640006644500 33
22640006644600 22
22640006644700 17
22640006644800 41
22640006644900 28
22640006645000 51
22640006645100 42
22640006645200 16
22640006645300 58
22640006645400 56
22640006645500 58
22640006645600 30
22640006645700 42
22640006645800 7
22640006645900 52
22640006646000 48
22640006646100 54
22640006646200 36
22640006646300 71
22640006647400 10
22640006647500 50
22640006647600 41
22640006647700 68
22640006647800 100
22640006647900 73
22640006648000 55
22640006648100 18
22640006648500 273
22640006648600 82
22640006648700 337
22640006648800 346
22640006648900 314
22640006649000 153
22640006649100 151
22640006649200 175
22640006649300 238
22640006649400 29
22640006650200 13
22640006650300 16
22640006650400 128
22640006650500 190
22640006650600 328
22640006650700 124
22640006650900 13
22640006651000 241
22640006651100 260
22640006651200 225
22640006651300 118
22640006651400 27
22640006651600 16
22640006651700 179
22640006651800 291
22640006651900 142
22640006652000 150
22640006652100 290
22640006652200 258
22640006652300 293
22640006652400 282
22640006652500 229
22640006652600 121
22640006652700 227
22640006653200 310
22640006653300 287
22640006653400 129
22640006653500 133
22640006653600 160
22640006653700 155
22640006654700 60
22640006654800 23
22640006655300 18
22640006655500 72
22641006639900 6
22641006640100 42
22641006640400 48
22641006640500 51
22641006640600 107
22641006640700 94
22641006640800 124
22641006641000 154
22641006641100 66
22641006641800 156
22641006641900 45
22641006642000 74
22641006642100 18
22641006642200 26
22641006642300 27
22641006642400 26
22641006642500 30
22641006642600 25
22641006642700 37
22641006642800 34
22641006642900 54
22641006643000 18
22641006643100 41
22641006643200 21
22641006643300 70
22641006643400 53
22641006643500 16
22641006643600 31
22641006643700 31
22641006643800 40
22641006643900 31
22641006644000 31
22641006644100 39
22641006644200 24
22641006644300 27
22641006644400 27
22641006644500 21
22641006644600 19
22641006644700 38
22641006644800 29
22641006644900 30
22641006645000 49
22641006645100 43
22641006645200 32
22641006645300 37
22641006645400 21
22641006645500 5
22641006645600 8
22641006645700 6
22641006645800 5
22641006645900 29
22641006646000 33
22641006646100 40
22641006646200 78
22641006646300 26
22641006647300 25
22641006647400 76
22641006647500 70
22641006647600 66
22641006647700 39
22641006647800 115
22641006647900 72
22641006648000 26
22641006648400 24
22641006648500 279
22641006648600 323
22641006648700 37
22641006648800 29
22641006648900 193
22641006649000 144
22641006649100 218
22641006649200 257
22641006649300 287
22641006649400 48
22641006649700 17
22641006649800 8
22641006650500 127
22641006650600 86
22641006650700 129
22641006650800 5
22641006650900 135
22641006651000 230
22641006651100 155
22641006651200 309
22641006651300 254
22641006651400 30
22641006651800 48
22641006651900 158
22641006652000 231
22641006652100 152
22641006652300 141
22641006652400 224
22641006652500 126
22641006652600 119
22641006652700 240
22641006652800 165
22641006653200 109
22641006653300 300
22641006653400 174
22641006653500 97
22641006653600 117
22641006653700 181
22641006653800 23
22641006654200 16
22641006654600 111
22641006654700 101
22641006654800 90
22641006655300 42
22641006655400 156
22641006655500 89
22641006659400 5
22642006640500 5
22642006640600 38
22642006640700 36
22642006640800 104
22642006640900 67
22642006641000 15
22642006641900 201
22642006642000 21
22642006642100 20
22642006642200 24
22642006642400 35
22642006642500 36
22642006642600 38
22642006642700 43
22642006642800 28
22642006642900 39
22642006643000 36
22642006643100 20
22642006643200 15
22642006643300 28
22642006643400 45
22642006643500 35
22642006643600 43
22642006643700 32
22642006643800 31
22642006643900 30
22642006644000 18
22642006644100 19
22642006644200 37
22642006644300 27
22642006644400 32
22642006644500 64
22642006644600 32
22642006644700 28
22642006644800 20
22642006644900 40
22642006645000 27
22642006645100 37
22642006645200 64
22642006645300 53
22642006645400 68
22642006645700 29
22642006645800 19
22642006645900 26
22642006646000 19
22642006646200 65
22642006646300 15
22642006647200 10
22642006647300 69
22642006647400 80
22642006647500 55
22642006647600 94
22642006647700 31
22642006647800 106
22642006647900 105
22642006648400 27
22642006648500 318
22642006648600 216
22642006648900 54
22642006649000 112
22642006649100 43
22642006649200 221
22642006649300 190
22642006649400 70
22642006649700 63
22642006649900 136
22642006650000 45
22642006650100 71
22642006650200 137
22642006650500 132
22642006650600 70
22642006650700 150
22642006650800 101
22642006650900 436
22642006651000 169
22642006651100 151
22642006651200 129
22642006651300 204
22642006651400 299
22642006651500 277
22642006651600 157
22642006652000 113
22642006652100 23
22642006652200 9
22642006652300 69
22642006652500 124
22642006652600 201
22642006652700 79
22642006653200 25
22642006653300 30
22642006653400 51
22642006653500 62
22642006653600 62
22642006653700 49
22642006653800 23
22642006654100 9
22642006654200 56
22642006654300 43
22642006654400 8
22642006654600 44
22642006654700 72
22642006654800 51
22642006654900 28
22642006655000 15
22642006655100 47
22642006655300 67
22642006655400 29
22643006639800 5
22643006640200 124
22643006640300 276
22643006640400 248
22643006640500 226
22643006640800 217
22643006640900 97
22643006641000 33
22643006641200 15
22643006641400 62
22643006641500 107
22643006641600 58
22643006642100 53
22643006642200 34
22643006642400 10
22643006642500 37
22643006642600 25
22643006642700 40
22643006642800 24
22643006642900 29
22643006643000 41
22643006643100 18
22643006643200 18
22643006643300 27
22643006643400 23
22643006643500 23
22643006643600 35
22643006643700 59
22643006643800 20
22643006643900 48
22643006644000 35
22643006644100 17
22643006644200 53
22643006644300 33
22643006644400 35
22643006644500 20
22643006644600 21
22643006644700 45
22643006644800 27
22643006644900 36
22643006645000 31
22643006645100 61
22643006645200 27
22643006645300 44
22643006645400 23
22643006645500 63
22643006645600 43
22643006645700 34
22643006645800 25
22643006645900 35
22643006646100 12
22643006646200 20
22643006647200 6
22643006647300 73
22643006647400 84
22643006647500 91
22643006647800 153
22643006647900 97
22643006648100 104
22643006648400 90
22643006648500 166
22643006648600 146
22643006648700 99
22643006649000 32
22643006649100 51
22643006649200 81
22643006649300 104
22643006649400 39
22643006649600 76
22643006649700 86
22643006649800 82
22643006649900 81
22643006650000 136
22643006650200 74
22643006650300 87
22643006650400 50
22643006650500 25
22643006650600 17
22643006650700 33
22643006650800 192
22643006650900 63
22643006651000 241
22643006651100 249
22643006651200 224
22643006651300 179
22643006651400 232
22643006651500 294
22643006651600 357
22643006651700 136
22643006651900 142
22643006652000 201
22643006652400 27
22643006652600 9
22643006652700 30
22643006652800 31
22643006652900 53
22643006653000 50
22643006653100 36
22643006653200 48
22643006653300 52
22643006653400 25
22643006653500 43
22643006653600 52
22643006653700 29
22643006654100 52
22643006654200 58
22643006654300 46
22643006654400 28
22643006654500 30
22643006654600 95
22643006654700 74
22643006654800 31
22643006654900 35
22643006655000 100
22643006655200 6
22643006655300 237
22643006655400 13
22643006660500 16
22644006639900 73
22644006640500 97
22644006640600 110
22644006640900 179
22644006641000 199
22644006641100 27
22644006641200 29
22644006641300 15
22644006641400 115
22644006641500 54
22644006641600 45
22644006641700 45
22644006642200 19
22644006642300 34
22644006642400 21
22644006642500 18
22644006642600 62
22644006642700 33
22644006642800 52
22644006642900 24
22644006643000 31
22644006643100 25
22644006643200 36
22644006643300 68
22644006643400 32
22644006643500 40
22644006643600 48
22644006643700 30
22644006643800 37
22644006643900 46
22644006644000 20
22644006644100 10
22644006644200 13
22644006644300 47
22644006644400 19
22644006644500 51
22644006644600 33
22644006644800 53
22644006644900 54
22644006645000 47
22644006645100 43
22644006645200 40
22644006645300 49
22644006645400 36
22644006645500 50
22644006645600 20
22644006645700 50
22644006645800 48
22644006645900 34
22644006646000 22
22644006646100 41
22644006647300 79
22644006647400 47
22644006647500 32
22644006647600 18
22644006647700 9
22644006647800 95
22644006647900 114
22644006648100 278
22644006648200 463
22644006648300 56
22644006648400 17
22644006648600 195
22644006648700 216
22644006648800 189
22644006648900 26
22644006649000 248
22644006649100 258
22644006649500 5
22644006649700 125
22644006649800 55
22644006649900 73
22644006650000 133
22644006650100 74
22644006650200 91
22644006650300 67
22644006650400 175
22644006650500 37
22644006650600 21
22644006650700 73
22644006650800 75
22644006650900 54
22644006651000 109
22644006651100 236
22644006651200 248
22644006651300 274
22644006651600 46
22644006651700 46
22644006651800 14
22644006652300 91
22644006652400 11
22644006652500 27
22644006652600 30
22644006652700 41
22644006652800 40
22644006652900 32
22644006653000 37
22644006653100 29
22644006653200 21
22644006653300 50
22644006653400 40
22644006653500 53
22644006653600 37
22644006653700 24
22644006654000 24
22644006654100 48
22644006654200 35
22644006654300 9
22644006654400 29
22644006654500 50
22644006654600 71
22644006654700 52
22644006654800 36
22644006654900 64
22644006655000 35
22644006655100 9
22644006660600 6
22644006660700 19
22644006660800 8
22645006639500 25
22645006639600 21
22645006639900 81
22645006640000 73
22645006640100 66
22645006640200 59
22645006640300 14
22645006640400 12
22645006640900 5
22645006641000 14
22645006641100 11
22645006641300 10
22645006641400 55
22645006641500 68
22645006641600 63
22645006641700 48
22645006641800 28
22645006641900 16
22645006642200 28
22645006642300 41
22645006642400 54
22645006642500 50
22645006642600 46
22645006642700 38
22645006642800 36
22645006642900 23
22645006643000 43
22645006643100 31
22645006643300 7
22645006643400 35
22645006643500 37
22645006643600 35
22645006643700 20
22645006643800 28
22645006643900 33
22645006644000 7
22645006644100 18
22645006644200 78
22645006644300 56
22645006644400 69
22645006644500 40
22645006644600 148
22645006644800 40
22645006644900 56
22645006645000 13
22645006645100 18
22645006645200 34
22645006645300 30
22645006645400 56
22645006645500 47
22645006645600 44
22645006645700 41
22645006645800 25
22645006645900 53
22645006646000 25
22645006646100 42
22645006646800 6
22645006646900 23
22645006647000 23
22645006647100 47
22645006647200 34
22645006647300 39
22645006647400 65
22645006647500 41
22645006647600 61
22645006647700 96
22645006647800 62
22645006647900 41
22645006648000 12
22645006648100 64
22645006648200 488
22645006648300 19
22645006648600 104
22645006648700 166
22645006648800 334
22645006648900 215
22645006649000 206
22645006649100 203
22645006649400 87
22645006649500 45
22645006649700 191
22645006649800 158
22645006649900 123
22645006650000 127
22645006650100 103
22645006650200 63
22645006650300 92
22645006650400 107
22645006650500 32
22645006650600 34
22645006650700 32
22645006650800 48
22645006650900 37
22645006651000 55
22645006651100 57
22645006651600 10
22645006651700 34
22645006651800 22
22645006652200 34
22645006652300 19
22645006652400 118
22645006652500 80
22645006652600 24
22645006652700 34
22645006652800 55
22645006652900 28
22645006653000 44
22645006653100 38
22645006653200 54
22645006653300 54
22645006653400 35
22645006653500 35
22645006653600 43
22645006653700 44
22645006653800 52
22645006653900 44
22645006654000 30
22645006654100 29
22645006654200 40
22645006654300 43
22645006654400 41
22645006654500 55
22645006654600 47
22645006654700 43
22645006654800 43
22645006654900 50
22645006655000 38
22645006655100 39
22645006660800 7
22646006639400 18
22646006639500 46
22646006639600 189
22646006639700 125
22646006639800 107
22646006639900 100
22646006640000 127
22646006640100 18
22646006640200 26
22646006640300 57
22646006640400 56
22646006640700 75
22646006640800 101
22646006640900 116
22646006641000 80
22646006641100 46
22646006641200 16
22646006641400 40
22646006641500 43
22646006641600 29
22646006641700 36
22646006641800 32
22646006641900 40
22646006642000 11
22646006642200 46
22646006642300 24
22646006642400 5
22646006642500 9
22646006642600 21
22646006642700 79
22646006642800 22
22646006642900 28
22646006643000 28
22646006643100 35
22646006643200 23
22646006643300 12
22646006643400 33
22646006643500 25
22646006643600 21
22646006643700 9
22646006643800 42
22646006643900 89
22646006644100 30
22646006644200 67
22646006644300 58
22646006644400 129
22646006644500 22
22646006644600 46
22646006644800 61
22646006644900 136
22646006645000 8
22646006645100 50
22646006645200 25
22646006645300 36
22646006645400 43
22646006645500 19
22646006645600 58
22646006645700 39
22646006645800 50
22646006645900 62
22646006646000 54
22646006646100 31
22646006646700 14
22646006646800 37
22646006646900 34
22646006647000 37
22646006647100 31
22646006647200 49
22646006647300 18
22646006647400 35
22646006647500 43
22646006647600 47
22646006647700 65
22646006647800 71
22646006647900 156
22646006648300 11
22646006648400 7
22646006648500 83
22646006648600 197
22646006648700 116
22646006648800 194
22646006648900 20
22646006649000 253
22646006649100 228
22646006649500 130
22646006649900 241
22646006650000 312
22646006650100 78
22646006650200 19
22646006650300 55
22646006650400 94
22646006650500 49
22646006650600 39
22646006650700 23
22646006650800 197
22646006650900 159
22646006651000 299
22646006651100 18
22646006651200 231
22646006651300 21
22646006651400 38
22646006651500 41
22646006651600 43
22646006651700 31
22646006651800 6
22646006652200 17
22646006652300 55
22646006652400 27
22646006652600 36
22646006652700 38
22646006652800 52
22646006652900 33
22646006653000 70
22646006653100 47
22646006653200 43
22646006653300 54
22646006653400 104
22646006653500 25
22646006653600 39
22646006653700 50
22646006653800 55
22646006653900 51
22646006654000 48
22646006654100 45
22646006654200 74
22646006654300 51
22646006654400 51
22646006654500 33
22646006654600 25
22646006654700 70
22646006654800 50
22646006654900 46
22646006655000 55
22647006639300 25
22647006639400 22
22647006639500 13
22647006639600 34
22647006639700 50
22647006639800 21
22647006639900 30
22647006640000 23
22647006640100 34
22647006640200 39
22647006640300 31
22647006640400 9
22647006640500 61
22647006640600 81
22647006640700 128
22647006640800 141
22647006640900 77
22647006641000 72
22647006641100 44
22647006641200 34
22647006641300 11
22647006641400 18
22647006641500 17
22647006641600 41
22647006641700 36
22647006641800 31
22647006641900 31
22647006642000 12
22647006642100 7
22647006642200 43
22647006642300 62
22647006642400 69
22647006642500 30
22647006642600 29
22647006642700 22
22647006642800 37
22647006642900 43
22647006643000 29
22647006643100 32
22647006643200 28
22647006643300 39
22647006643400 37
22647006643500 41
22647006643600 29
22647006643700 35
22647006643800 20
22647006643900 74
22647006644000 25
22647006644100 96
22647006644200 95
22647006644300 135
22647006644400 58
22647006644500 38
22647006644600 56
22647006644700 108
22647006644800 30
22647006644900 19
22647006645000 8
22647006645100 42
22647006645200 25
22647006645300 51
22647006645400 48
22647006645500 29
22647006645600 54
22647006645700 41
22647006645800 48
22647006645900 55
22647006646000 72
22647006646100 32
22647006646500 37
22647006646600 51
22647006646700 32
22647006646800 7
22647006646900 24
22647006647000 37
22647006647100 27
22647006647200 30
22647006647300 36
22647006647400 46
22647006647500 30
22647006647600 38
22647006647700 39
22647006647800 19
22647006647900 82
22647006648000 14
22647006648100 48
22647006648400 111
22647006648500 255
22647006648600 177
22647006648700 223
22647006648900 23
22647006649000 47
22647006649100 90
22647006649200 121
22647006649300 57
22647006649400 88
22647006649600 113
22647006649700 91
22647006649900 296
22647006650000 131
22647006650200 47
22647006650300 97
22647006650400 71
22647006650500 31
22647006650600 25
22647006650700 52
22647006650800 33
22647006650900 157
22647006651000 197
22647006651100 34
22647006651200 267
22647006651300 117
22647006651400 23
22647006651500 61
22647006651600 77
22647006651800 140
22647006652300 32
22647006652600 25
22647006652700 44
22647006652900 10
22647006653000 35
22647006653100 37
22647006653200 38
22647006653300 36
22647006653400 54
22647006653500 42
22647006653600 19
22647006653700 63
22647006653800 44
22647006653900 55
22647006654000 36
22647006654100 35
22647006654200 34
22647006654300 56
22647006654400 26
22647006654500 39
22647006654600 43
22647006654700 63
22647006654800 34
22647006654900 48
22647006655000 8
22647006655100 132
22647006661000 5
22648006639300 5
22648006639400 39
22648006639500 41
22648006639600 24
22648006639700 42
22648006639800 50
22648006639900 44
22648006640000 36
22648006640100 39
22648006640200 63
22648006640300 5
22648006640500 62
22648006640600 48
22648006641100 13
22648006641200 78
22648006641300 11
22648006641800 12
22648006641900 46
22648006642000 11
22648006642200 39
22648006642300 20
22648006642400 20
22648006642500 8
22648006642600 14
22648006642700 49
22648006642800 47
