rute_100m sum
22593006651400 15
22593006651500 31
22593006651600 5
22593006651700 16
22593006651800 38
22593006651900 43
22593006652000 53
22593006652100 51
22593006652200 45
22593006652300 28
22593006652400 28
22593006652500 27
22593006652600 10
22593006652700 17
22593006652800 28
22593006652900 44
22593006653000 36
22593006653100 25
22593006653200 23
22593006653300 19
22593006653400 50
22593006653500 25
22593006653600 18
22593006653700 34
22593006653800 27
22593006653900 44
22593006654000 34
22593006654100 35
22593006654200 22
22593006654300 41
22593006654400 70
22593006655000 5
22594006648300 7
22594006648400 6
22594006648500 6
22594006649900 27
22594006650000 92
22594006650100 68
22594006650200 41
22594006650300 47
22594006650400 7
22594006650500 28
22594006650600 18
22594006650800 13
22594006650900 19
22594006651000 29
22594006651100 7
22594006651900 36
22594006652000 46
22594006652100 51
22594006652200 39
22594006652300 49
22594006652400 38
22594006652500 38
22594006652600 20
22594006652700 25
22594006652800 17
22594006652900 25
22594006653000 26
22594006653100 17
22594006653200 15
22594006653300 17
22594006653400 22
22594006653500 21
22594006653600 51
22594006653700 38
22594006653800 30
22594006653900 36
22594006654000 41
22594006654100 21
22594006654200 29
22594006654300 60
22594006654400 23
22594006654500 47
22594006654600 52
22594006654700 40
22594006654800 51
22594006654900 20
22594006655000 39
22594006655100 18
22595006649800 32
22595006649900 55
22595006650000 53
22595006650100 56
22595006650200 31
22595006650300 21
22595006650400 43
22595006650500 27
22595006650600 14
22595006650700 17
22595006650800 56
22595006650900 32
22595006651000 34
22595006651100 5
22595006651900 8
22595006652000 58
22595006652100 35
22595006652200 43
22595006652300 33
22595006652400 28
22595006652500 34
22595006652600 54
22595006652700 15
22595006652800 23
22595006652900 51
22595006653000 27
22595006653100 20
22595006653200 38
22595006653300 52
22595006653400 27
22595006653500 20
22595006653600 43
22595006653700 5
22595006653800 19
22595006653900 41
22595006654000 30
22595006654100 46
22595006654200 38
22595006654300 35
22595006654400 43
22595006654500 36
22595006654600 26
22595006654700 38
22595006654800 26
22595006654900 8
22595006655100 10
22595006655200 36
22596006649800 6
22596006649900 73
22596006650000 22
22596006650100 77
22596006650200 194
22596006650300 158
22596006650400 62
22596006650500 44
22596006651900 18
22596006652000 44
22596006652100 29
22596006652200 85
22596006652300 52
22596006652400 48
22596006652500 25
22596006652600 48
22596006652700 48
22596006652800 42
22596006652900 40
22596006653000 47
22596006653100 26
22596006653200 29
22596006653300 52
22596006653400 43
22596006653500 29
22596006653600 16
22596006653700 14
22596006653800 50
22596006653900 20
22596006654000 22
22596006654100 19
22596006654200 49
22596006654300 44
22596006654400 41
22596006654500 30
22596006654600 18
22596006654700 31
22596006654800 39
22596006654900 67
22596006655000 27
22596006655100 34
22596006655200 10
22596006655300 17
22596006655400 6
22597006649100 20
22597006649600 48
22597006649700 13
22597006649800 97
22597006649900 81
22597006650000 220
22597006650100 194
22597006650200 318
22597006650300 116
22597006650400 62
22597006651900 44
22597006652000 27
22597006652100 18
22597006652200 29
22597006652300 30
22597006652400 22
22597006652500 50
22597006652600 22
22597006652700 45
22597006652800 62
22597006652900 46
22597006653000 24
22597006653100 29
22597006653200 46
22597006653300 34
22597006653400 32
22597006653500 15
22597006653600 14
22597006653700 55
22597006653800 31
22597006653900 35
22597006654000 10
22597006654100 22
22597006654200 20
22597006654300 14
22597006654400 26
22597006654500 21
22597006654600 36
22597006654700 33
22597006654800 26
22597006654900 33
22597006655000 60
22597006655100 8
22597006655200 7
22597006655500 7
22597006655700 5
22598006649600 21
22598006649700 47
22598006649800 31
22598006649900 42
22598006650000 233
22598006650100 227
22598006650200 246
22598006650300 189
22598006650400 199
22598006650500 211
22598006650600 7
22598006651400 8
22598006651500 15
22598006651800 20
22598006651900 48
22598006652000 17
22598006652100 38
22598006652200 22
22598006652300 43
22598006652400 45
22598006652500 14
22598006652600 27
22598006652700 58
22598006652800 90
22598006652900 45
22598006653000 32
22598006653100 28
22598006653200 44
22598006653300 24
22598006653400 50
22598006653500 38
22598006653600 21
22598006653700 5
22598006653800 31
22598006653900 48
22598006654000 33
22598006654300 36
22598006654400 18
22598006654500 27
22598006654600 16
22598006654700 20
22598006654800 17
22598006654900 9
22599006649300 93
22599006649400 109
22599006649500 15
22599006649700 25
22599006649800 19
22599006649900 24
22599006650000 187
22599006650100 248
22599006650200 325
22599006650300 203
22599006650400 227
22599006650500 267
22599006651400 19
22599006651500 39
22599006651600 14
22599006651800 6
22599006651900 6
22599006652200 60
22599006652300 47
22599006652400 33
22599006652500 20
22599006652600 10
22599006652700 27
22599006652800 42
22599006652900 43
22599006653000 32
22599006653100 31
22599006653400 7
22599006653500 33
22599006653600 44
22599006653700 20
22599006653800 17
22599006653900 19
22599006654000 41
22599006654400 23
22599006654500 28
22599006654600 10
22599006654700 21
22599006654800 15
22600006649300 215
22600006649400 301
22600006649500 157
22600006649600 79
22600006649700 13
22600006649800 31
22600006649900 78
22600006650000 128
22600006650100 267
22600006650200 248
22600006650300 221
22600006650400 215
22600006650500 75
22600006650600 32
22600006651400 13
22600006651500 103
22600006651600 45
22600006651700 17
22600006651800 57
22600006651900 66
22600006652200 93
22600006652300 56
22600006652400 25
22600006652500 16
22600006652600 16
22600006652700 17
22600006652800 43
22600006652900 62
22600006653000 21
22600006653100 23
22600006653200 32
22600006653300 13
22600006653500 11
22600006653700 37
22600006653800 43
22600006653900 18
22600006654000 39
22600006654100 25
22600006654200 22
22600006654300 52
22600006654400 37
22600006654500 36
22600006654600 22
22600006654700 33
22600006654800 11
22601006649200 24
22601006649300 404
22601006649400 217
22601006649500 72
22601006649600 100
22601006649700 43
22601006649800 151
22601006649900 115
22601006650000 259
22601006650100 185
22601006650200 153
22601006650300 105
22601006650400 51
22601006650500 49
22601006650600 14
22601006650700 16
22601006651500 8
22601006651600 26
22601006651700 45
22601006651800 26
22601006651900 36
22601006652000 12
22601006652300 26
22601006652400 22
22601006652500 51
22601006652600 29
22601006652700 78
22601006652800 44
22601006652900 13
22601006653100 16
22601006653200 22
22601006653300 37
22601006653400 22
22601006653500 40
22601006653600 14
22601006653700 28
22601006653800 20
22601006653900 22
22601006654000 40
22601006654100 37
22601006654200 44
22601006654400 43
22601006654500 16
22601006654600 44
22601006654700 20
22601006654800 20
22601006654900 7
22602006649300 123
22602006649400 54
22602006649500 121
22602006649600 127
22602006649700 307
22602006649800 342
22602006649900 334
22602006650000 305
22602006650100 222
22602006650200 210
22602006650300 134
22602006650400 85
22602006650500 88
22602006650600 77
22602006650700 83
22602006650800 68
22602006651100 93
22602006651200 100
22602006651600 101
22602006651700 12
22602006651800 57
22602006651900 39
22602006652000 39
22602006652200 12
22602006652300 34
22602006652400 38
22602006652500 40
22602006652600 7
22602006652700 19
22602006652800 33
22602006652900 35
22602006653000 34
22602006653200 10
22602006653300 26
22602006653400 44
22602006653500 19
22602006653600 45
22602006653700 21
22602006653800 36
22602006653900 14
22602006654000 37
22602006654100 74
22602006654200 50
22602006654300 45
22602006654400 55
22602006654500 41
22602006654600 13
22602006654700 12
22602006654800 30
22602006654900 34
22603006649200 50
22603006649300 113
22603006649400 81
22603006649500 45
22603006649600 83
22603006649700 152
22603006649800 245
22603006649900 286
22603006650000 147
22603006650100 116
22603006650200 155
22603006650300 203
22603006650400 137
22603006650500 74
22603006650600 147
22603006650700 104
22603006650800 216
22603006650900 101
22603006651100 141
22603006651200 87
22603006651500 356
22603006651700 5
22603006651800 7
22603006651900 15
22603006652000 17
22603006652100 20
22603006652200 34
22603006652300 39
22603006652400 64
22603006652500 48
22603006652600 61
22603006652700 27
22603006652800 32
22603006652900 19
22603006653000 31
22603006653100 6
22603006653200 22
22603006653300 12
22603006653400 45
22603006653500 41
22603006653600 44
22603006653700 32
22603006653800 24
22603006653900 25
22603006654000 18
22603006654100 58
22603006654200 21
22603006654300 30
22603006654400 27
22603006654500 24
22603006654600 33
22603006654700 28
22603006654800 21
22603006654900 32
22603006655000 16
22604006649300 182
22604006649400 198
22604006649500 106
22604006649700 122
22604006649800 202
22604006649900 231
22604006650000 158
22604006650100 91
22604006650200 80
22604006650300 105
22604006650400 106
22604006650500 133
22604006650600 161
22604006650700 109
22604006650800 290
22604006650900 148
22604006651000 269
22604006651100 250
22604006651400 210
22604006651500 47
22604006651700 7
22604006651800 33
22604006651900 30
22604006652000 27
22604006652100 19
22604006652200 18
22604006652300 27
22604006652400 32
22604006652500 66
22604006652600 51
22604006652700 27
22604006652800 46
22604006652900 50
22604006653000 21
22604006653100 30
22604006653200 31
22604006653300 28
22604006653400 16
22604006653500 5
22604006653600 16
22604006653700 14
22604006653800 27
22604006653900 54
22604006654000 19
22604006654100 6
22604006654200 25
22604006654300 38
22604006654500 42
22604006654600 35
22604006654700 49
22604006654800 32
22604006654900 16
22604006655000 24
22605006649300 151
22605006649400 169
22605006649500 119
22605006649600 16
22605006649700 187
22605006649800 163
22605006649900 238
22605006650000 110
22605006650100 89
22605006650200 144
22605006650300 162
22605006650400 232
22605006650500 35
22605006650600 61
22605006650700 137
22605006650800 299
22605006650900 260
22605006651000 208
22605006651100 359
22605006651200 140
22605006651300 186
22605006651400 45
22605006651900 31
22605006652000 31
22605006652100 20
22605006652200 21
22605006652300 33
22605006652400 42
22605006652500 59
22605006652800 13
22605006652900 17
22605006653200 21
22605006653300 27
22605006654200 11
22605006654300 32
22605006654400 9
22605006654600 16
22605006654700 71
22605006654800 22
22605006655000 25
22605006655100 5
22606006648700 109
22606006648800 52
22606006649300 202
22606006649400 121
22606006649700 182
22606006649800 115
22606006649900 116
22606006650000 249
22606006650100 192
22606006650200 136
22606006650300 200
22606006650400 208
22606006650500 32
22606006650600 31
22606006650700 173
22606006650800 172
22606006650900 214
22606006651000 278
22606006651100 352
22606006651200 91
22606006651300 119
22606006651400 163
22606006651500 153
22606006651600 87
22606006651700 59
22606006651800 64
22606006652000 8
22606006652100 16
22606006652200 36
22606006652300 18
22606006652400 35
22606006652500 28
22606006652700 85
22606006654700 10
22606006655000 5
22607006648700 87
22607006648800 156
22607006648900 106
22607006649200 115
22607006649300 276
22607006649400 111
22607006649500 38
22607006649800 221
22607006649900 187
22607006650000 198
22607006650100 153
22607006650200 25
22607006650300 24
22607006650400 161
22607006650500 65
22607006650600 56
22607006650700 46
22607006650800 225
22607006650900 262
22607006651000 250
22607006651100 167
22607006651200 222
22607006651300 217
22607006651400 160
22607006651500 209
22607006651600 190
22607006651700 164
22607006651800 162
22607006652300 49
22607006652400 36
22607006653800 52
22607006654000 7
22607006654100 40
22607006654200 17
22608006648800 95
22608006648900 180
22608006649200 238
22608006649300 289
22608006649400 252
22608006649500 109
22608006649600 266
22608006649700 22
22608006649800 159
22608006649900 81
22608006650000 167
22608006650100 194
22608006650200 227
22608006650300 67
22608006650400 18
22608006650500 106
22608006650600 218
22608006650700 196
22608006650800 232
22608006650900 284
22608006651000 215
22608006651100 168
22608006651200 337
22608006651300 209
22608006651400 153
22608006651500 201
22608006651600 236
22608006651700 142
22608006652400 20
22608006653800 16
22608006653900 39
22608006654000 102
22608006654100 49
22608006654200 13
22609006648800 51
22609006648900 107
22609006649000 80
22609006649100 144
22609006649200 57
22609006649300 239
22609006649400 183
22609006649500 391
22609006649600 121
22609006649900 34
22609006650000 42
22609006650100 83
22609006650200 214
22609006650300 206
22609006650400 44
22609006650500 93
22609006650600 153
22609006650700 284
22609006650800 357
22609006650900 276
22609006651000 274
22609006651100 220
22609006651200 215
22609006651300 192
22609006651400 191
22609006651500 218
22609006651600 145
22609006652500 49
22609006653900 45
22609006654000 36
22609006654100 35
22610006648900 44
22610006649000 70
22610006649100 110
22610006649300 97
22610006649400 25
22610006649500 236
22610006649600 124
22610006650000 40
22610006650100 79
22610006650200 55
22610006650300 155
22610006650400 45
22610006650500 54
22610006650600 218
22610006650700 146
22610006650800 284
22610006650900 254
22610006651000 322
22610006651100 281
22610006651200 234
22610006651300 279
22610006651400 231
22610006651500 169
22610006651700 86
22610006652800 6
22610006652900 32
22610006653300 7
22610006653900 36
22610006654000 53
22610006654100 135
22610006654200 16
22611006649500 19
22611006649600 87
22611006650200 150
22611006650300 183
22611006650400 78
22611006650500 77
22611006650600 131
22611006650700 183
22611006650800 151
22611006650900 328
22611006651000 317
22611006651100 261
22611006651200 234
22611006651300 193
22611006651400 247
22611006651500 131
22611006651600 245
22611006651700 92
22611006652100 17
22611006652200 7
22611006652700 5
22611006652800 32
22611006652900 42
22611006653900 6
22611006654000 33
22611006654100 106
22611006654200 77
22612006650200 7
22612006650300 256
22612006650400 55
22612006650500 50
22612006650600 21
22612006650700 246
22612006650800 136
22612006650900 142
22612006651000 152
22612006651100 273
22612006651200 126
22612006651300 72
22612006651400 113
22612006651500 164
22612006651600 181
22612006651700 287
22612006651800 123
22612006651900 98
22612006652100 36
22612006652200 31
22612006652300 47
22612006652400 17
22612006652600 17
22612006652700 61
22612006652800 32
22612006652900 39
22612006653000 93
22612006653100 114
22612006653500 46
22612006653600 18
22612006653900 17
22612006654000 119
22612006654100 51
22612006654200 8
22613006650200 178
22613006650300 303
22613006650400 256
22613006650500 132
22613006650600 33
22613006650700 100
22613006650800 274
22613006650900 63
22613006651000 48
22613006651100 73
22613006651200 84
22613006651300 61
22613006651400 59
22613006651500 105
22613006651600 397
22613006651700 299
22613006651800 233
22613006651900 8
22613006652000 14
22613006652100 17
22613006652200 34
22613006652300 36
22613006652400 37
22613006652500 27
22613006652600 31
22613006652700 44
22613006652800 87
22613006652900 46
22613006653000 13
22613006653600 92
22613006653700 71
22613006654000 12
22613006654100 30
22613006654200 64
22613006654700 10
22614006650000 66
22614006650100 208
22614006650200 383
22614006650300 249
22614006650400 246
22614006650500 252
22614006650600 127
22614006650700 62
22614006650800 120
22614006650900 332
22614006651000 83
22614006651300 33
22614006651400 61
22614006651500 32
22614006651700 174
22614006651800 61
22614006652200 43
22614006652300 35
22614006652400 26
22614006652500 38
22614006652600 92
22614006652700 135
22614006652800 58
22614006652900 51
22614006653000 17
22614006653700 23
22614006653800 37
22614006653900 49
22614006654600 25
22614006654700 35
22615006650000 32
22615006650100 228
22615006650200 181
22615006650300 68
22615006650400 50
22615006650500 192
22615006650600 79
22615006650800 138
22615006650900 355
22615006651000 232
22615006651100 195
22615006651200 192
22615006651300 250
22615006651400 302
22615006651500 199
22615006651600 153
22615006651700 167
22615006651800 127
22615006652100 32
22615006652200 268
22615006652400 8
22615006652500 38
22615006652600 48
22615006652700 45
22615006652800 73
22615006652900 45
22615006653000 34
22615006653100 7
22615006653600 56
22615006653700 116
22615006653800 134
22615006653900 151
22615006654000 48
22615006654600 55
22615006654700 46
22615006655000 52
22615006655200 25
22616006650000 41
22616006650100 31
22616006650200 156
22616006650300 28
22616006650400 337
22616006650500 134
22616006650600 97
22616006650700 52
22616006650800 110
22616006650900 276
22616006651000 147
22616006651100 369
22616006651200 314
22616006651300 304
22616006651400 276
22616006651500 279
22616006651600 250
22616006651700 158
22616006651800 119
22616006651900 45
22616006652100 285
22616006652200 242
22616006652300 83
22616006652400 77
22616006652500 74
22616006652600 27
22616006652700 67
22616006652800 97
22616006652900 97
22616006653000 45
22616006653100 34
22616006653200 60
22616006653500 40
22616006653600 34
22616006653700 5
22616006653800 28
22616006653900 96
22616006654000 81
22616006654100 25
22616006654200 17
22616006654400 5
22616006654500 51
22616006654600 51
22616006654700 35
22616006654800 74
22616006655000 75
22616006655100 326
22616006655200 25
22617006649100 44
22617006649900 41
22617006650000 186
22617006650100 252
22617006650200 297
22617006650300 178
22617006650400 359
22617006650500 319
22617006650600 354
22617006650700 234
22617006650800 253
22617006650900 140
22617006651000 86
22617006651100 88
22617006651200 128
22617006651300 224
22617006651400 219
22617006651500 63
22617006651600 86
22617006651700 119
22617006651800 35
22617006651900 24
22617006652100 56
22617006652200 189
22617006652300 8
22617006652400 33
22617006652500 74
22617006652600 30
22617006652700 88
22617006652800 27
22617006652900 17
22617006653000 28
22617006653100 57
22617006653200 17
22617006653500 9
22617006653600 51
22617006653700 54
22617006653800 33
22617006653900 84
22617006654000 61
22617006654100 47
22617006654200 102
22617006654300 53
22617006654500 21
22617006654600 22
22617006654700 37
22617006654800 26
22617006655000 330
22617006655100 184
22617006655200 140
22618006649000 18
22618006649900 40
22618006650000 234
22618006650100 357
22618006650200 34
22618006650300 169
22618006650400 282
22618006650500 382
22618006650600 326
22618006650700 284
22618006650800 271
22618006650900 151
22618006651000 219
22618006651100 190
22618006651200 166
22618006651300 78
22618006651800 24
22618006651900 7
22618006652000 6
22618006652300 224
22618006652400 17
22618006652500 23
22618006652600 70
22618006652700 56
22618006652800 50
22618006652900 12
22618006653000 27
22618006653100 37
22618006653200 36
22618006653300 6
22618006653600 81
22618006653700 87
22618006653800 42
22618006653900 32
22618006654000 33
22618006654100 25
22618006654200 51
22618006654300 45
22618006654400 35
22618006654500 35
22618006654600 28
22618006654700 28
22618006654800 7
22618006655000 64
22618006655100 287
22618006655200 112
22619006649000 8
22619006649100 42
22619006649500 20
22619006649900 97
22619006650000 315
22619006650100 248
22619006650200 194
22619006650300 400
22619006650400 285
22619006650500 249
22619006650600 136
22619006650700 38
22619006651000 49
22619006651100 95
22619006651200 128
22619006651300 78
22619006651400 49
22619006651500 91
22619006651600 92
22619006651700 74
22619006651800 91
22619006652600 65
22619006652700 78
22619006652800 71
22619006652900 43
22619006653000 25
22619006653100 18
22619006653200 24
22619006653300 36
22619006653400 10
22619006653600 18
22619006653700 31
22619006653800 136
22619006653900 30
22619006654000 30
22619006654100 27
22619006654200 26
22619006654300 33
22619006654400 34
22619006654500 24
22619006654600 34
22619006654700 9
22619006654800 27
22619006654900 36
22619006655000 9
22619006655100 9
22619006655200 23
22620006649000 35
22620006649100 85
22620006649700 21
22620006649800 117
22620006649900 194
22620006650000 200
22620006650100 372
22620006650200 65
22620006650400 102
22620006650500 294
22620006650600 226
22620006650700 132
22620006650800 9
22620006651100 45
22620006651200 97
22620006651300 88
22620006651400 140
22620006651500 244
22620006651600 159
22620006651700 181
22620006651800 48
22620006652700 66
22620006652800 42
22620006652900 26
22620006653000 33
22620006653100 13
22620006653200 10
22620006653400 44
22620006653800 29
22620006653900 54
22620006654000 40
22620006654100 19
22620006654200 31
22620006654300 29
22620006654400 24
22620006654500 21
22620006654600 42
22620006654700 30
22620006654800 53
22620006654900 137
22620006655000 114
22620006655100 43
22620006655200 59
22621006643700 22
22621006648900 47
22621006649000 114
22621006649100 84
22621006649700 40
22621006649800 24
22621006649900 24
22621006650000 103
22621006650400 30
22621006650500 226
22621006650600 382
22621006650700 258
22621006650800 178
22621006650900 58
22621006651000 5
22621006651200 66
22621006651300 84
22621006651400 151
22621006651500 101
22621006651600 91
22621006651700 166
22621006651800 61
22621006652600 21
22621006652700 47
22621006652800 80
22621006652900 37
22621006653000 56
22621006653100 44
22621006653200 29
22621006653500 25
22621006653700 11
22621006653800 54
22621006653900 39
22621006654000 34
22621006654100 29
22621006654200 32
22621006654300 32
22621006654400 39
22621006654500 36
22621006654600 37
22621006654700 37
22621006654800 17
22621006654900 207
22621006655000 91
22621006655100 140
22621006655200 29
22622006643700 5
22622006643800 22
22622006644600 10
22622006648900 29
22622006649000 140
22622006649100 146
22622006649800 54
22622006649900 203
22622006650000 80
22622006650100 36
22622006650500 51
22622006650600 370
22622006650700 169
22622006650800 309
22622006650900 179
22622006651000 213
22622006651100 61
22622006651200 101
22622006651300 101
22622006651400 125
22622006651700 126
22622006651800 19
22622006652000 5
22622006652500 8
22622006652600 73
22622006652700 59
22622006652800 69
22622006652900 31
22622006653000 27
22622006653100 64
22622006653200 16
22622006653300 23
22622006653400 13
22622006653500 22
22622006653600 90
22622006653700 83
22622006653800 67
22622006653900 48
22622006654000 33
22622006654100 40
22622006654200 29
22622006654300 42
22622006654400 38
22622006654500 56
22622006654600 23
22622006654700 40
22622006654800 22
22622006654900 19
22622006655000 162
22622006655100 46
22622006655200 29
22622006655300 10
22623006643800 30
22623006643900 16
22623006644500 16
22623006644600 17
22623006644700 23
22623006649100 16
22623006649400 5
22623006649800 57
22623006649900 422
22623006650000 123
22623006650100 103
22623006650200 339
22623006650300 55
22623006650400 75
22623006650500 27
22623006650600 294
22623006650700 230
22623006650800 388
22623006650900 236
22623006651000 270
22623006651100 203
22623006651200 159
22623006651300 123
22623006651400 10
22623006651700 8
22623006652400 38
22623006652500 102
22623006652600 83
22623006652700 22
22623006652800 44
22623006652900 21
22623006653000 10
22623006653100 25
22623006653200 26
22623006653300 49
22623006653400 47
22623006653500 24
22623006653600 20
22623006653700 53
22623006653800 58
22623006653900 46
22623006654000 31
22623006654100 15
22623006654200 15
22623006654300 20
22623006654400 18
22623006654500 28
22623006654600 17
22623006654700 13
22623006654800 20
22623006654900 5
22623006655000 29
22623006655100 24
22624006643800 20
22624006643900 27
22624006644000 18
22624006644200 9
22624006644400 5
22624006644500 8
22624006644600 12
22624006644700 10
22624006644900 18
22624006649700 31
22624006649800 155
22624006649900 141
22624006650000 354
22624006650100 371
22624006650200 122
22624006650400 57
22624006650500 29
22624006650600 28
22624006650700 327
22624006650800 258
22624006650900 416
22624006651000 183
22624006651100 202
22624006651200 173
22624006651300 118
22624006651400 107
22624006651500 52
22624006651600 51
22624006651700 91
22624006652400 36
22624006652500 79
22624006652600 105
22624006652700 15
22624006652800 60
22624006652900 40
22624006653000 31
22624006653100 96
22624006653200 24
22624006653300 36
22624006653400 40
22624006653500 35
22624006653600 36
22624006653700 92
22624006653800 19
22624006653900 24
22624006654000 35
22624006654100 8
22624006654200 15
22624006654300 41
22624006654400 18
22624006654500 14
22624006654600 68
22624006654700 19
22624006654800 43
22624006654900 34
22624006655000 40
22624006655100 18
22625006643800 7
22625006643900 16
22625006644000 17
22625006644400 21
22625006644500 22
22625006644700 6
22625006645200 15
22625006648000 69
22625006648100 191
22625006648200 75
22625006649400 32
22625006649600 68
22625006649700 60
22625006649800 186
22625006649900 344
22625006650000 207
22625006650100 275
22625006650200 107
22625006650300 164
22625006650400 90
22625006650500 13
22625006650600 23
22625006650700 201
22625006650800 259
22625006650900 112
22625006651000 261
22625006651100 159
22625006651200 241
22625006651300 174
22625006651400 206
22625006651500 96
22625006651600 163
22625006651700 41
22625006652500 26
22625006652600 31
22625006652800 17
22625006652900 52
22625006653000 91
22625006653100 52
22625006653200 45
22625006653300 23
22625006653400 33
22625006653500 32
22625006653600 58
22625006653700 84
22625006653800 41
22625006653900 21
22625006654000 31
22625006654100 40
22625006654200 41
22625006654300 27
22625006654400 10
22625006654500 46
22625006654600 16
22625006654700 29
22625006654800 24
22625006654900 22
22625006655000 15
22625006655100 25
22625006655200 33
22625006655300 29
22625006655400 30
22626006643900 11
22626006644000 12
22626006644100 12
22626006644200 12
22626006644300 28
22626006644400 17
22626006644500 13
22626006645000 11
22626006645100 36
22626006645200 25
22626006645300 26
22626006648100 305
22626006648200 116
22626006649400 20
22626006649500 133
22626006649600 301
22626006649700 319
22626006649800 305
22626006649900 14
22626006650400 37
22626006650700 24
22626006650800 278
22626006650900 437
22626006651000 190
22626006651100 196
22626006651200 215
22626006651300 67
22626006651400 12
22626006651500 116
22626006651600 151
22626006651700 78
22626006651800 185
22626006651900 182
22626006652000 139
22626006652100 72
22626006652200 173
22626006652300 142
22626006652400 70
22626006652800 35
22626006652900 64
22626006653000 54
22626006653100 51
22626006653200 34
22626006653300 29
22626006653400 26
22626006653500 61
22626006653600 26
22626006653700 77
22626006653800 31
22626006653900 19
22626006654000 27
22626006654100 52
22626006654200 48
22626006654300 27
22626006654400 41
22626006654500 29
22626006654600 24
22626006654700 27
22626006654800 23
22626006654900 36
22626006655000 38
22626006655100 23
22626006655200 42
22626006655300 69
22626006655400 38
22626006655500 9
22627006644000 14
22627006644300 13
22627006644500 13
22627006645100 42
22627006645200 30
22627006645300 19
22627006645400 24
22627006649400 19
22627006649500 46
22627006649600 84
22627006649700 203
22627006649800 160
22627006650000 73
22627006650100 199
22627006650200 58
22627006650400 155
22627006650500 182
22627006650600 117
22627006650900 285
22627006651000 308
22627006651100 269
22627006651200 373
22627006651300 336
22627006651400 164
22627006651500 81
22627006651600 161
22627006651700 181
22627006651800 195
22627006651900 236
22627006652000 123
22627006652100 151
22627006652200 512
22627006652300 217
22627006652400 135
22627006652800 18
22627006652900 43
22627006653000 29
22627006653100 47
22627006653200 59
22627006653300 53
22627006653400 46
22627006653500 25
22627006653600 40
22627006653700 6
22627006653900 17
22627006654000 54
22627006654100 32
22627006654200 57
22627006654300 22
22627006654400 28
22627006654500 34
22627006654600 27
22627006654700 52
22627006654800 32
22627006654900 57
22627006655000 9
22627006655200 14
22627006655300 22
22627006655400 15
22628006645100 9
22628006645200 13
22628006645300 31
22628006645400 45
22628006645500 10
22628006647300 19
22628006647400 20
22628006648700 38
22628006649400 92
22628006649600 17
22628006649700 357
22628006649800 206
22628006649900 71
22628006650000 254
22628006650100 259
22628006650200 332
22628006650300 353
22628006650400 301
22628006650500 284
22628006650600 274
22628006650700 220
22628006650800 91
22628006650900 111
22628006651000 12
22628006651100 14
22628006651200 82
22628006651300 97
22628006651400 263
22628006651500 80
22628006651600 73
22628006651700 49
22628006651800 387
22628006651900 106
22628006652000 183
22628006652100 182
22628006652200 332
22628006652300 82
22628006652900 47
22628006653000 6
22628006653100 36
22628006653200 32
22628006653300 39
22628006653400 87
22628006653500 23
22628006653600 25
22628006653700 60
22628006653800 17
22628006653900 28
22628006654000 15
22628006654100 27
22628006654200 40
22628006654300 27
22628006654400 44
22628006654500 26
22628006654600 36
22628006654700 20
22628006654800 12
22628006654900 6
22628006655000 26
22628006655100 67
22628006655200 28
22629006645200 6
22629006645300 24
22629006645400 22
22629006645500 8
22629006648700 69
22629006648800 42
22629006649200 281
22629006649300 154
22629006649500 20
22629006649600 251
22629006649700 13
22629006649900 134
22629006650000 253
22629006650100 246
22629006650200 192
22629006650300 73
22629006650400 95
22629006650500 216
22629006650600 330
22629006650700 265
22629006650800 239
22629006650900 309
22629006651000 91
22629006651500 16
22629006651600 56
22629006651700 31
22629006651800 55
22629006651900 87
22629006652000 184
22629006652100 256
22629006652200 205
22629006652500 109
22629006652900 16
22629006653000 17
22629006653100 12
22629006653200 52
22629006653400 27
22629006653500 24
22629006653600 41
22629006653700 36
22629006653800 55
22629006653900 46
22629006654000 24
22629006654100 14
22629006654200 21
22629006654400 13
22629006654500 21
22629006654600 46
22629006654700 42
22629006654800 13
22629006655100 41
22629006655200 10
22630006645300 7
22630006645400 7
22630006648700 79
22630006649100 54
22630006649200 599
22630006649300 188
22630006649400 510
22630006649700 203
22630006649800 38
22630006649900 214
22630006650000 125
22630006650100 45
22630006650200 274
22630006650300 276
22630006650400 218
22630006650500 259
22630006650600 308
22630006650700 67
22630006650800 92
22630006650900 378
22630006651000 200
22630006651100 148
22630006651200 212
22630006651300 16
22630006651400 229
22630006651500 24
22630006651600 164
22630006652000 228
22630006652100 205
22630006652200 44
22630006652300 56
22630006652400 51
22630006652500 143
22630006652600 211
22630006653000 41
22630006653100 59
22630006653200 37
22630006653300 45
22630006653400 34
22630006653500 47
22630006653600 51
22630006653700 36
22630006653800 22
22630006653900 44
22630006654000 36
22630006654100 15
22630006654400 14
22630006654500 22
22630006654700 21
22630006654800 6
22630006654900 12
22630006655000 8
22630006655100 5
22631006644200 8
22631006644300 19
22631006644400 18
22631006644500 15
22631006645400 24
22631006645500 5
22631006645600 26
22631006647900 44
22631006648000 80
22631006649000 308
22631006649100 389
22631006649200 101
22631006649300 286
22631006649400 617
22631006649500 76
22631006649700 12
22631006649800 288
22631006649900 257
22631006650000 190
22631006650100 317
22631006650200 176
22631006650300 106
22631006650400 79
22631006650500 143
22631006650600 247
22631006650700 129
22631006650800 117
22631006650900 321
22631006651000 372
22631006651100 511
22631006651200 192
22631006651300 46
22631006651400 293
22631006651500 181
22631006651600 389
22631006651700 17
